RID,Weights,Segment,Brand,Buy Client's Brand,Average price pay for the yogurt most typically purchased,Price Paid Range,Price Mid-Point,Number of Units Purchased,Number of Units Purchased Groups,Where Typically Purchase Yogurt,Store where typically buy yogurt,How many times per week eat last yogurt purchased,Time of day eat yogurt: Before breakfast,Time of day eat yogurt: At breakfast,Time of day eat yogurt: Mid-morning,Time of day eat yogurt: At lunch,Time of day eat yogurt: Mid-afternoon,Time of day eat yogurt: At dinner,Time of day eat yogurt: After dinner/early evening,Time of day eat yogurt: Before going to bed,Breakfast,Lunch,Dinner,Snack,Banana,Blueberry,Boysenberry,Strawberry,Vanilla,Coffee,Raspberry,Price Importance,Brand Name Importance,Fat Content Importance,Calorie Content Importance,Diet Fad Importance,Organic Importance,Non-Dairy Importance,Flavor Importance,Creaminess Importance,Dietary Fiber Content Importance,Vitamin D Fortified Importance,Price Satisfied,Brand Name Satisfied,Fat Content Satisfied,Calorie Content Satisfied,Diet Fad Satisfied,Organic Satisfied,Non-Dairy Satisfied,Flavor Satisfied,Creaminess Satisfied,Dietary Fiber Satisfied,Vitamin D Fortified Satisfied,Satisfied,Recommand,Purchase Again,Gender,Age,Ethnicity,Education,Employment Status,Household Income,Descriptive Word,x
2336,207169.222,Normal Food Consumer,C,Not Buy,$1.51,$1.10 - $1.19,$1.15,6,Medium,Locally Owned Grocery Store,Local Grocery Store,5,No,Yes,Yes,Yes,No,No,Yes,Yes,1,1,0,1,No,Yes,Yes,Yes,No,Yes,No,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Extremely unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely unimportant,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,18 to 35 years old,African-American,Graduate or Professional Degree,Employed as a mid-level manager,"$40,000 - $49,999",Delicious,Female
2345,136825.831,Health Fanatic,C,Not Buy,$1.11,$1.70 or more,$1.75,6,Medium,Locally Owned Grocery Store,Local Grocery Store,3,Yes,Yes,Yes,No,Yes,No,No,No,1,0,0,1,Yes,Yes,Yes,No,Yes,No,Yes,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Neither important nor unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Neither Recommand nor Not Recommand,Extremely Likely,Male,68 years old and over,Caucasian,Some College (no degree),Employed as a mid-level manager,"$25,000 - $39,999",Tasty,Male
2349,136825.831,Dessert Lover,Client,Buy,$1.34,$1.30 - $1.39,$1.35,6,Medium,National Health Food Store,Convenience Store,7,No,Yes,Yes,Yes,No,No,No,No,1,1,0,0,No,No,Yes,No,No,No,Yes,Neither important nor unimportant,Only somewhat important,Only somewhat important,Extremely important,Only somewhat unimportant,Only somewhat unimportant,Only somewhat important,Only somewhat important,Extremely important,Only somewhat unimportant,Extremely unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Male,18 to 35 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$25,000 - $39,999",Delicious,Male
2351,136825.831,Dessert Lover,C,Not Buy,$1.19,$1.70 or more,$1.75,7,Medium,Convenience Store,Warehouse Store,3,No,Yes,Yes,Yes,No,No,No,No,1,1,0,0,No,Yes,Yes,No,Yes,Yes,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Likely,Female,36 to 40 years old,African-American,Graduate or Professional Degree,Employed as a mid-level manager,"$50,000 - $59,999",Tasty,Female
2356,136825.831,Normal Food Consumer,Major Competitor,Not Buy,$1.14,$1.00 - $1.09,$1.05,8,High,National Health Food Store,Local Grocery Store,8,No,Yes,Yes,No,Yes,No,No,No,1,0,0,1,No,Yes,Yes,Yes,Yes,No,Yes,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat unimportant,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,18 to 35 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$50,000 - $59,999",Flavourful,Female
2357,171241.246,Normal Food Consumer,C,Not Buy,$1.16,$1.10 - $1.19,$1.15,7,Medium,Locally Owned Grocery Store,Retailer,5,No,Yes,Yes,Yes,No,No,Yes,No,1,1,0,1,No,Yes,No,No,Yes,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Somewhat Unlikely,Male,36 to 40 years old,African-American,Associate Degree,Employed as a mid-level manager,"$60,000 - $74,999",Delicious,Male
2358,207169.222,Normal Food Consumer,E,Not Buy,$1.07,$1.00 - $1.09,$1.05,8,Medium,Convenience Store,Convenience Store,1,Yes,No,Yes,Yes,Yes,No,No,Yes,0,1,0,1,No,Yes,No,Yes,Yes,No,Yes,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Neither Recommand nor Not Recommand,Extremely Likely,Male,61 to 67 years old,African-American,Graduate or Professional Degree,"Other, please specify:","$200,000 or more",Smooth,Male
2359,103584.611,Health-Conscious,C,Not Buy,$1.17,$1.00 - $1.09,$1.05,7,Medium,National Health Food Store,Warehouse Store,3,Yes,Yes,No,Yes,Yes,No,No,No,1,1,0,1,No,Yes,No,Yes,No,No,Yes,Extremely important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Extremely unimportant,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,May Recommand,Somewhat Likely,Female,51 to 60 years old,African-American,Associate Degree,Employed as a mid-level manager,"$60,000 - $74,999",Tasty,Female
2370,307380.257,Dessert Lover,Client,Buy,$1.31,$1.20 - $1.29,$1.25,8,Medium,Drug Store,Local Grocery Store,2,No,No,No,No,No,No,Yes,Yes,0,0,0,1,No,No,Yes,No,No,No,No,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Bachelors Degree,Employed as a mid-level manager,"$50,000 - $59,999",Tasty,Female
2373,68412.9156,Health-Conscious,C,Not Buy,$1.09,$1.00 - $1.09,$1.05,8,Medium,National Health Food Store,Warehouse Store,3,Yes,Yes,Yes,Yes,No,No,No,No,1,1,0,1,No,Yes,Yes,Yes,No,No,No,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat unimportant,,,,,,,,,,,,Very Satisfied,May Recommand,Somewhat Likely,Female,51 to 60 years old,Caucasian,Bachelors Degree,"Employed, but not at a management level","$40,000 - $49,999",Smooth,Female
2377,128117.738,Health Fanatic,Client,Buy,$1.35,$1.40 - $1.49,$1.45,6,Medium,National Health Food Store,Convenience Store,10,No,Yes,No,Yes,Yes,No,No,No,1,1,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Very Satisfied,May Recommand,Extremely Likely,Male,41 to 50 years old,African-American,Bachelors Degree,Retired,"$100,000 - $149,999",Smooth,Male
2379,171449.576,Normal Food Consumer,Client,Buy,$1.38,$1.10 - $1.19,$1.15,6,Medium,National Grocery Chain Store,Local Grocery Store,2,Yes,No,No,No,No,No,No,No,0,0,0,0,No,No,Yes,Yes,Yes,No,Yes,Extremely important,Neither important nor unimportant,Only somewhat important,Extremely important,Only somewhat unimportant,Only somewhat unimportant,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat unimportant,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,Will Definitely Recommand,Extremely Unlikely,Male,41 to 50 years old,African-American,Bachelors Degree,Employed as a mid-level manager,"$50,000 - $59,999",Tasty,Male
2383,188360.58,Normal Food Consumer,Major Competitor,Not Buy,$1.38,$1.00 - $1.09,$1.05,6,Medium,Other,Convenience Store,1,No,Yes,No,No,Yes,No,Yes,Yes,1,0,0,1,No,Yes,No,No,Yes,No,No,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,68 years old and over,Hispanic,Bachelors Degree,"Employed, but not at a management level","$75,000 - $99,999",Flavourful,Female
2389,118048.761,Normal Food Consumer,Client,Buy,$1.31,$1.00 - $1.09,$1.05,6,Medium,Don't Remember,Retailer,4,No,Yes,Yes,No,Yes,No,No,Yes,1,0,0,1,No,Yes,Yes,Yes,Yes,No,No,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,41 to 50 years old,African-American,Some College (no degree),"Employed, but not at a management level","$75,000 - $99,999",Smooth,Female
2393,136825.831,Dessert Lover,C,Not Buy,$1.05,$1.70 or more,$1.75,8,High,Shopping Club,Local Grocery Store,8,Yes,Yes,Yes,No,Yes,No,No,No,1,0,0,1,No,Yes,Yes,No,No,No,No,Extremely unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat important,Extremely unimportant,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Unlikely,Male,68 years old and over,Hispanic,Graduate or Professional Degree,"Employed, but not at a management level","$60,000 - $74,999",Tasty,Male
2395,87500.0096,Health-Conscious,D,Not Buy,$1.56,$1.20 - $1.29,$1.25,5,Low,Mass Discount Retailer,Convenience Store,4,No,Yes,No,No,No,No,No,Yes,1,0,0,0,No,No,No,Yes,No,Yes,No,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat unimportant,Extremely unimportant,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Only somewhat unimportant,,,,,,,,,,,,Very Satisfied,May Recommand,Neither Likely nor Unlikely,Male,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Variety,Male
2400,152486.397,Normal Food Consumer,Major Competitor,Not Buy,$1.12,$1.00 - $1.09,$1.05,8,Medium,Drug Store,Convenience Store,5,Yes,Yes,Yes,No,No,No,No,No,1,0,0,1,No,Yes,Yes,No,No,Yes,No,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,May Recommand,Extremely Likely,Male,68 years old and over,Caucasian,Bachelors Degree,Stay at home husband/wife or mom/dad,"$50,000 - $59,999",Tasty,Male
2402,118048.761,Health Fanatic,Client,Buy,$1.14,$1.70 or more,$1.75,7,Medium,National Health Food Store,Local Grocery Store,4,Yes,Yes,Yes,Yes,No,No,No,No,1,1,0,1,Yes,Yes,Yes,No,No,No,Yes,Only somewhat unimportant,Neither important nor unimportant,Extremely important,Only somewhat important,Neither important nor unimportant,Only somewhat unimportant,Only somewhat unimportant,Only somewhat important,Only somewhat unimportant,Extremely unimportant,Extremely unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$100,000 - $149,999",Creamy,Female
2405,136825.831,Dessert Lover,Client,Buy,$1.18,$1.30 - $1.39,$1.35,8,Medium,Mass Discount Retailer,Convenience Store,6,No,Yes,Yes,No,No,No,Yes,No,1,0,0,1,Yes,No,Yes,No,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,May Not Recommand,Extremely Likely,Female,61 to 67 years old,African-American,Bachelors Degree,Employed in upper-management,"$40,000 - $49,999",Satisfying,Female
2408,128117.738,Normal Food Consumer,D,Not Buy,$1.08,$1.10 - $1.19,$1.15,9,High,National Grocery Chain Store,Convenience Store,5,Yes,No,No,Yes,Yes,No,No,Yes,0,1,0,1,Yes,Yes,Yes,No,Yes,No,Yes,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Only somewhat unimportant,,,,,,,,,,,,Very Satisfied,May Not Recommand,Extremely Likely,Male,61 to 67 years old,Asian,Bachelors Degree,Student,"$100,000 - $149,999",Healthy,Male
2409,47703.7598,Normal Food Consumer,C,Not Buy,$1.33,$1.20 - $1.29,$1.25,5,Low,Mass Discount Retailer,Local Grocery Store,7,No,No,No,Yes,Yes,Yes,No,Yes,0,1,1,1,No,Yes,Yes,Yes,No,No,Yes,Extremely unimportant,Extremely important,Extremely unimportant,Extremely important,Extremely unimportant,Extremely unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Male,36 to 40 years old,African-American,Some College (no degree),Own your own business,"$150,000 - $199,999",Smooth,Male
2411,118048.761,Normal Food Consumer,Major Competitor,Not Buy,$1.35,$1.20 - $1.29,$1.25,6,Medium,Gas Station Store,Local Grocery Store,8,No,Yes,No,No,No,No,No,No,1,0,0,0,No,Yes,Yes,No,No,No,No,Neither important nor unimportant,Extremely important,Extremely important,Only somewhat important,Extremely unimportant,Extremely unimportant,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Dissatisfied,Will Definitely Not Recommand at All,Extremely Likely,Female,68 years old and over,African-American,Graduate or Professional Degree,Employed as a mid-level manager,"$25,000 - $39,999",Delicious,Female
2412,136825.831,Normal Food Consumer,E,Not Buy,$1.18,$1.10 - $1.19,$1.15,6,Medium,Mass Discount Retailer,Convenience Store,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,0,1,1,1,Yes,No,Yes,No,Yes,No,Yes,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Extremely unimportant,Extremely important,Extremely important,Extremely important,Extremely unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Male,36 to 40 years old,African-American,Graduate or Professional Degree,Employed in upper-management,"$150,000 - $199,999",Delicious,Male
2416,136825.831,Dessert Lover,C,Not Buy,$1.27,$1.40 - $1.49,$1.45,7,Medium,Shopping Club,Warehouse Store,4,No,Yes,No,Yes,No,No,No,No,1,1,0,0,No,Yes,Yes,Yes,No,No,No,Only somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Very Satisfied,May Recommand,Somewhat Unlikely,Female,61 to 67 years old,African-American,Some College (no degree),"Employed, but not at a management level","$50,000 - $59,999",Flavourful,Female
2417,88213.3432,Normal Food Consumer,C,Not Buy,$1.04,$1.70 or more,$1.75,8,High,Shopping Club,Warehouse Store,1,Yes,Yes,No,No,No,No,Yes,Yes,1,0,0,1,Yes,Yes,No,Yes,No,No,Yes,Only somewhat unimportant,Extremely important,Neither important nor unimportant,Extremely important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Not at all Satisfied,Will Definitely Recommand,Somewhat Likely,Female,18 to 35 years old,Caucasian,High School Graduate or equivalent,Employed as a mid-level manager,"$60,000 - $74,999",Healthy,Female
2431,258052.018,Health-Conscious,D,Not Buy,$1.11,$1.10 - $1.19,$1.15,6,Medium,Mass Discount Retailer,Warehouse Store,5,No,Yes,No,No,No,No,No,Yes,1,0,0,0,No,No,Yes,Yes,No,No,Yes,Extremely important,Extremely important,Extremely unimportant,Extremely important,Extremely unimportant,Extremely unimportant,Extremely important,Extremely important,Extremely important,Only somewhat unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Healthy,Female
